Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	Annotation BUSCO Complete 	Annotation BUSCO Single Copy 	Annotation BUSCO Duplicated 	Annotation BUSCO Fragmented 	Annotation BUSCO Missing 	Annotation BUSCO Lineage 	Assembly Sequencing Tech	CheckM completeness	CheckM contamination
GCF_014794315.1	ASM1479431v1	Xanthomonas citri pv. citri		LP027-03					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABIW01								Illumina HiSeq4000		
GCA_014794305.1	ASM1479430v1	Xanthomonas citri pv. citri		LP028-03					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABIZ01								Illumina HiSeq4000		
GCF_014794305.1	ASM1479430v1	Xanthomonas citri pv. citri		LP028-03					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABIZ01								Illumina HiSeq4000		
GCA_034545455.1	ASM3454545v1	Xanthomonas citri pv. citri		FL9852						Scaffold	2023-12-22	JAWXPD01	3							Complete Genomics		
GCA_034546875.1	ASM3454687v1	Xanthomonas citri pv. citri		FL9223						Scaffold	2023-12-22	JAWXMM01	3							Complete Genomics		
GCA_014798235.1	ASM1479823v1	Xanthomonas citri pv. citri		JJ238-11					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABBD01								Illumina HiSeq4000		
GCF_014798235.1	ASM1479823v1	Xanthomonas citri pv. citri		JJ238-11					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABBD01								Illumina HiSeq4000		
GCA_014798505.1	ASM1479850v1	Xanthomonas citri pv. citri		LK141-03					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABAK01								Illumina HiSeq4000		
GCF_014798505.1	ASM1479850v1	Xanthomonas citri pv. citri		LK141-03					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABAK01								Illumina HiSeq4000		
GCA_034544655.1	ASM3454465v1	Xanthomonas citri pv. citri		FL9979						Scaffold	2023-12-21	JAWXQQ01	3							Complete Genomics		
GCA_034549355.1	ASM3454935v1	Xanthomonas citri pv. citri		FL6340						Scaffold	2023-12-22	JAWXHS01	3							Complete Genomics		
GCA_034546015.1	ASM3454601v1	Xanthomonas citri pv. citri		FL9773						Scaffold	2023-12-22	JAWXOF01	3							Complete Genomics		
GCA_034545995.1	ASM3454599v1	Xanthomonas citri pv. citri		FL9760						Scaffold	2023-12-22	JAWXOD01	4							Complete Genomics		
GCA_034550915.1	ASM3455091v1	Xanthomonas citri pv. citri		FL1560						Scaffold	2023-12-22	JAWXES01	3							Complete Genomics		
GCA_034545875.1	ASM3454587v1	Xanthomonas citri pv. citri		FL9788						Scaffold	2023-12-22	JAWXOI01	3							Complete Genomics		
GCA_034544935.1	ASM3454493v1	Xanthomonas citri pv. citri		FL9965						Scaffold	2023-12-22	JAWXQF01	4							Complete Genomics		
GCA_034545155.1	ASM3454515v1	Xanthomonas citri pv. citri		FL9928						Scaffold	2023-12-22	JAWXPV01	3							Complete Genomics		
GCA_034546335.1	ASM3454633v1	Xanthomonas citri pv. citri		FL9532						Scaffold	2023-12-22	JAWXNN01	3							Complete Genomics		
GCA_034546675.1	ASM3454667v1	Xanthomonas citri pv. citri		FL9294						Scaffold	2023-12-22	JAWXMW01	4							Complete Genomics		
GCA_034548975.1	ASM3454897v1	Xanthomonas citri pv. citri		FL6640						Scaffold	2023-12-22	JAWXIK01	3							Complete Genomics		
GCA_014794295.1	ASM1479429v1	Xanthomonas citri pv. citri		LP028-05					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABJA01								Illumina HiSeq4000		
GCF_014794295.1	ASM1479429v1	Xanthomonas citri pv. citri		LP028-05					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABJA01								Illumina HiSeq4000		
GCA_034549855.1	ASM3454985v1	Xanthomonas citri pv. citri		FL2976						Scaffold	2023-12-22	JAWXGS01	3							Complete Genomics		
GCA_034547035.1	ASM3454703v1	Xanthomonas citri pv. citri		FL9205						Scaffold	2023-12-22	JAWXME01	3							Complete Genomics		
GCA_034547895.1	ASM3454789v1	Xanthomonas citri pv. citri		FL7873						Scaffold	2023-12-22	JAWXKN01	3							Complete Genomics		
GCA_034549275.1	ASM3454927v1	Xanthomonas citri pv. citri		FL6352						Scaffold	2023-12-22	JAWXHV01	3							Complete Genomics		
GCA_034548155.1	ASM3454815v1	Xanthomonas citri pv. citri		FL7810						Scaffold	2023-12-22	JAWXJZ01	3							Complete Genomics		
GCA_014798295.1	ASM1479829v1	Xanthomonas citri pv. citri		JJ238-06					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABAY01								Illumina HiSeq4000		
GCF_014798295.1	ASM1479829v1	Xanthomonas citri pv. citri		JJ238-06					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABAY01								Illumina HiSeq4000		
GCA_034550775.1	ASM3455077v1	Xanthomonas citri pv. citri		FL1570						Scaffold	2023-12-22	JAWXEX01	3							Complete Genomics		
GCA_034550935.1	ASM3455093v1	Xanthomonas citri pv. citri		FL1493						Scaffold	2023-12-22	JAWXER01	3							Complete Genomics		
GCA_034545235.1	ASM3454523v1	Xanthomonas citri pv. citri		FL9910						Scaffold	2023-12-22	JAWXPQ01	3							Complete Genomics		
GCA_034548295.1	ASM3454829v1	Xanthomonas citri pv. citri		FL7592						Scaffold	2023-12-22	JAWXJL01	4							Complete Genomics		
GCA_034549795.1	ASM3454979v1	Xanthomonas citri pv. citri		FL3182						Scaffold	2023-12-22	JAWXGU01	5							Complete Genomics		
GCA_034550475.1	ASM3455047v1	Xanthomonas citri pv. citri		FL1890						Scaffold	2023-12-22	JAWXFO01	3							Complete Genomics		
GCA_034545655.1	ASM3454565v1	Xanthomonas citri pv. citri		FL9803						Scaffold	2023-12-22	JAWXOU01	4							Complete Genomics		
GCA_034545895.1	ASM3454589v1	Xanthomonas citri pv. citri		FL9785						Scaffold	2023-12-22	JAWXOH01	3							Complete Genomics		
GCA_034546135.1	ASM3454613v1	Xanthomonas citri pv. citri		FL9643						Scaffold	2023-12-22	JAWXNX01	4							Complete Genomics		
GCA_034546145.1	ASM3454614v1	Xanthomonas citri pv. citri		FL9625						Scaffold	2023-12-22	JAWXNW01	3							Complete Genomics		
GCA_034546315.1	ASM3454631v1	Xanthomonas citri pv. citri		FL9540						Scaffold	2023-12-22	JAWXNO01	3							Complete Genomics		
GCA_034547235.1	ASM3454723v1	Xanthomonas citri pv. citri		FL9133						Scaffold	2023-12-22	JAWXLV01	3							Complete Genomics		
GCA_034545955.1	ASM3454595v1	Xanthomonas citri pv. citri		FL9784						Scaffold	2023-12-22	JAWXOG01	3							Complete Genomics		
GCA_034547535.1	ASM3454753v1	Xanthomonas citri pv. citri		FL8101						Scaffold	2023-12-22	JAWXLE01	20							Complete Genomics		
GCA_034544875.1	ASM3454487v1	Xanthomonas citri pv. citri		FL9969						Scaffold	2023-12-22	JAWXQJ01	19							Complete Genomics		
GCA_034547295.1	ASM3454729v1	Xanthomonas citri pv. citri		FL9058						Scaffold	2023-12-22	JAWXLS01	5							Complete Genomics		
GCA_034549835.1	ASM3454983v1	Xanthomonas citri pv. citri		FL4948						Scaffold	2023-12-22	JAWXGW01	3							Complete Genomics		
GCA_034550455.1	ASM3455045v1	Xanthomonas citri pv. citri		FL1885						Scaffold	2023-12-22	JAWXFN01	4							Complete Genomics		
GCA_034545475.1	ASM3454547v1	Xanthomonas citri pv. citri		FL9856						Scaffold	2023-12-22	JAWXPE01	3							Complete Genomics		
GCA_034546455.1	ASM3454645v1	Xanthomonas citri pv. citri		FL9417						Scaffold	2023-12-22	JAWXNH01	4							Complete Genomics		
GCA_034547215.1	ASM3454721v1	Xanthomonas citri pv. citri		FL9122						Scaffold	2023-12-22	JAWXLU01	3							Complete Genomics		
GCA_034547495.1	ASM3454749v1	Xanthomonas citri pv. citri		FL8431						Scaffold	2023-12-22	JAWXLH01	3							Complete Genomics		
GCA_034549655.1	ASM3454965v1	Xanthomonas citri pv. citri		FL6090						Scaffold	2023-12-22	JAWXHD01	3							Complete Genomics		
GCA_034548035.1	ASM3454803v1	Xanthomonas citri pv. citri		FL7820						Scaffold	2023-12-22	JAWXKF01	3							Complete Genomics		
GCA_034548135.1	ASM3454813v1	Xanthomonas citri pv. citri		FL7817						Scaffold	2023-12-22	JAWXKC01	3							Complete Genomics		
GCA_034547835.1	ASM3454783v1	Xanthomonas citri pv. citri		FL7922						Scaffold	2023-12-22	JAWXKP01	4							Complete Genomics		
GCA_034545635.1	ASM3454563v1	Xanthomonas citri pv. citri		FL9801						Scaffold	2023-12-22	JAWXOT01	4							Complete Genomics		
GCA_034545915.1	ASM3454591v1	Xanthomonas citri pv. citri		FL9791						Scaffold	2023-12-22	JAWXOK01	3							Complete Genomics		
GCA_034548075.1	ASM3454807v1	Xanthomonas citri pv. citri		FL7819						Scaffold	2023-12-22	JAWXKE01	4							Complete Genomics		
GCA_034546055.1	ASM3454605v1	Xanthomonas citri pv. citri		FL9709						Scaffold	2023-12-22	JAWXOB01	3							Complete Genomics		
GCA_034546555.1	ASM3454655v1	Xanthomonas citri pv. citri		FL9367						Scaffold	2023-12-22	JAWXND01	3							Complete Genomics		
GCA_034546835.1	ASM3454683v1	Xanthomonas citri pv. citri		FL9243						Scaffold	2023-12-22	JAWXMN01	4							Complete Genomics		
GCA_034547255.1	ASM3454725v1	Xanthomonas citri pv. citri		FL9024						Scaffold	2023-12-22	JAWXLR01	3							Complete Genomics		
GCA_034548755.1	ASM3454875v1	Xanthomonas citri pv. citri		FL7132						Scaffold	2023-12-22	JAWXIY01	4							Complete Genomics		
GCA_034551135.1	ASM3455113v1	Xanthomonas citri pv. citri		FL10208						Scaffold	2023-12-22	JAWXEF01	3							Complete Genomics		
GCA_034549155.1	ASM3454915v1	Xanthomonas citri pv. citri		FL6541						Scaffold	2023-12-22	JAWXIC01	3							Complete Genomics		
GCA_034550115.1	ASM3455011v1	Xanthomonas citri pv. citri		FL2087						Scaffold	2023-12-22	JAWXGH01	3							Complete Genomics		
GCA_034546175.1	ASM3454617v1	Xanthomonas citri pv. citri		FL9622						Scaffold	2023-12-22	JAWXNV01	3							Complete Genomics		
GCA_034546275.1	ASM3454627v1	Xanthomonas citri pv. citri		FL9552						Scaffold	2023-12-22	JAWXNP01	3							Complete Genomics		
GCA_034548875.1	ASM3454887v1	Xanthomonas citri pv. citri		FL7074						Scaffold	2023-12-22	JAWXIQ01	3							Complete Genomics		
GCA_034550655.1	ASM3455065v1	Xanthomonas citri pv. citri		FL1658						Scaffold	2023-12-22	JAWXFE01	3							Complete Genomics		
GCA_034545055.1	ASM3454505v1	Xanthomonas citri pv. citri		FL9963						Scaffold	2023-12-22	JAWXQD01	3							Complete Genomics		
GCA_034546075.1	ASM3454607v1	Xanthomonas citri pv. citri		FL9705						Scaffold	2023-12-22	JAWXOA01	3							Complete Genomics		
GCA_034550075.1	ASM3455007v1	Xanthomonas citri pv. citri		FL2089						Scaffold	2023-12-22	JAWXGJ01	17							Complete Genomics		
GCA_014798515.1	ASM1479851v1	Xanthomonas citri pv. citri		LK137-02					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABAJ01								Illumina HiSeq4000		
GCF_014798515.1	ASM1479851v1	Xanthomonas citri pv. citri		LK137-02					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABAJ01								Illumina HiSeq4000		
GCA_034545335.1	ASM3454533v1	Xanthomonas citri pv. citri		FL9895						Scaffold	2023-12-22	JAWXPL01	3							Complete Genomics		
GCA_034550255.1	ASM3455025v1	Xanthomonas citri pv. citri		FL1948						Scaffold	2023-12-22	JAWXFZ01	3							Complete Genomics		
GCA_034550795.1	ASM3455079v1	Xanthomonas citri pv. citri		FL1615						Scaffold	2023-12-22	JAWXEZ01	3							Complete Genomics		
GCA_034547775.1	ASM3454777v1	Xanthomonas citri pv. citri		FL7974						Scaffold	2023-12-22	JAWXKT01	3							Complete Genomics		
GCA_014795485.1	ASM1479548v1	Xanthomonas citri pv. citri		LN003-10					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABGK01								Illumina HiSeq4000		
GCF_014795485.1	ASM1479548v1	Xanthomonas citri pv. citri		LN003-10					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABGK01								Illumina HiSeq4000		
GCA_034544595.1	ASM3454459v1	Xanthomonas citri pv. citri		FL9980						Scaffold	2023-12-21	JAWXQR01	4							Complete Genomics		
GCA_034544675.1	ASM3454467v1	Xanthomonas citri pv. citri		FLBSE1						Scaffold	2023-12-21	JAWXQU01	3							Complete Genomics		
GCA_034551015.1	ASM3455101v1	Xanthomonas citri pv. citri		FL1356						Scaffold	2023-12-22	JAWXEP01	3							Complete Genomics		
GCA_034545935.1	ASM3454593v1	Xanthomonas citri pv. citri		FL9789						Scaffold	2023-12-22	JAWXOJ01	3							Complete Genomics		
GCA_034549475.1	ASM3454947v1	Xanthomonas citri pv. citri		FL6298						Scaffold	2023-12-22	JAWXHN01	4							Complete Genomics		
GCA_034548415.1	ASM3454841v1	Xanthomonas citri pv. citri		FL7784						Scaffold	2023-12-22	JAWXJV01	3							Complete Genomics		
GCA_034544915.1	ASM3454491v1	Xanthomonas citri pv. citri		FL9967						Scaffold	2023-12-22	JAWXQH01	3							Complete Genomics		
GCA_034545035.1	ASM3454503v1	Xanthomonas citri pv. citri		FL9959						Scaffold	2023-12-22	JAWXQA01	3							Complete Genomics		
GCA_034546515.1	ASM3454651v1	Xanthomonas citri pv. citri		FL9374						Scaffold	2023-12-22	JAWXNE01	4							Complete Genomics		
GCA_034546595.1	ASM3454659v1	Xanthomonas citri pv. citri		FL9313						Scaffold	2023-12-22	JAWXNA01	4							Complete Genomics		
GCA_034550415.1	ASM3455041v1	Xanthomonas citri pv. citri		FL1913						Scaffold	2023-12-22	JAWXFR01	3							Complete Genomics		
GCA_034551355.1	ASM3455135v1	Xanthomonas citri pv. citri		FL10034						Scaffold	2023-12-22	JAWXDV01	3							Complete Genomics		
GCA_034549535.1	ASM3454953v1	Xanthomonas citri pv. citri		FL6285						Scaffold	2023-12-22	JAWXHK01	3							Complete Genomics		
GCA_034548165.1	ASM3454816v1	Xanthomonas citri pv. citri		FL7811						Scaffold	2023-12-22	JAWXKA01	4							Complete Genomics		
GCA_034549195.1	ASM3454919v1	Xanthomonas citri pv. citri		FL6405						Scaffold	2023-12-22	JAWXHZ01	4							Complete Genomics		
GCA_034549255.1	ASM3454925v1	Xanthomonas citri pv. citri		FL6403						Scaffold	2023-12-22	JAWXHX01	3							Complete Genomics		
GCA_034550055.1	ASM3455005v1	Xanthomonas citri pv. citri		FL2088						Scaffold	2023-12-22	JAWXGI01	4							Complete Genomics		
GCA_034550975.1	ASM3455097v1	Xanthomonas citri pv. citri		FL1060						Scaffold	2023-12-22	JAWXEN01	3							Complete Genomics		
GCA_034545415.1	ASM3454541v1	Xanthomonas citri pv. citri		FL9869						Scaffold	2023-12-22	JAWXPH01	3							Complete Genomics		
GCA_034547995.1	ASM3454799v1	Xanthomonas citri pv. citri		FL7855						Scaffold	2023-12-22	JAWXKI01	3							Complete Genomics		
GCA_034550435.1	ASM3455043v1	Xanthomonas citri pv. citri		FL1911						Scaffold	2023-12-22	JAWXFQ01	3							Complete Genomics		
GCA_034550735.1	ASM3455073v1	Xanthomonas citri pv. citri		FL1655						Scaffold	2023-12-22	JAWXFB01	4							Complete Genomics		
GCA_034549175.1	ASM3454917v1	Xanthomonas citri pv. citri		FL6475						Scaffold	2023-12-22	JAWXIA01	3							Complete Genomics		
GCA_034550335.1	ASM3455033v1	Xanthomonas citri pv. citri		FL1927						Scaffold	2023-12-22	JAWXFV01	3							Complete Genomics		
GCA_034549515.1	ASM3454951v1	Xanthomonas citri pv. citri		FL6264						Scaffold	2023-12-22	JAWXHI01	4							Complete Genomics		
GCA_034548375.1	ASM3454837v1	Xanthomonas citri pv. citri		FL7299						Scaffold	2023-12-22	JAWXJD01	4							Complete Genomics		
GCA_014797025.1	ASM1479702v1	Xanthomonas citri pv. citri		LN006-01					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABDP01								Illumina HiSeq4000		
GCF_014797025.1	ASM1479702v1	Xanthomonas citri pv. citri		LN006-01					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABDP01								Illumina HiSeq4000		
GCA_014796265.1	ASM1479626v1	Xanthomonas citri pv. citri		LI070-05					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABEW01								Illumina HiSeq4000		
GCA_034547595.1	ASM3454759v1	Xanthomonas citri pv. citri		FL8060						Scaffold	2023-12-22	JAWXLB01	3							Complete Genomics		
GCA_034548515.1	ASM3454851v1	Xanthomonas citri pv. citri		FL7674						Scaffold	2023-12-22	JAWXJO01	3							Complete Genomics		
GCA_034548095.1	ASM3454809v1	Xanthomonas citri pv. citri		FL7818						Scaffold	2023-12-22	JAWXKD01	3							Complete Genomics		
GCA_034550175.1	ASM3455017v1	Xanthomonas citri pv. citri		FL1969						Scaffold	2023-12-22	JAWXGD01	4							Complete Genomics		
GCA_034549415.1	ASM3454941v1	Xanthomonas citri pv. citri		FL6325						Scaffold	2023-12-22	JAWXHP01	17							Complete Genomics		
GCA_034545855.1	ASM3454585v1	Xanthomonas citri pv. citri		FL9792						Scaffold	2023-12-22	JAWXOL01	3							Complete Genomics		
GCA_014796925.1	ASM1479692v1	Xanthomonas citri pv. citri		LL082-16					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABDV01								Illumina HiSeq4000		
GCF_014796925.1	ASM1479692v1	Xanthomonas citri pv. citri		LL082-16					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABDV01								Illumina HiSeq4000		
GCA_014797525.1	ASM1479752v1	Xanthomonas citri pv. citri		LJ229-06					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABCP01								Illumina HiSeq4000		
GCF_014797525.1	ASM1479752v1	Xanthomonas citri pv. citri		LJ229-06					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABCP01								Illumina HiSeq4000		
GCA_014796425.1	ASM1479642v1	Xanthomonas citri pv. citri		LM088-18					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABEM01								Illumina HiSeq4000		
GCF_014796425.1	ASM1479642v1	Xanthomonas citri pv. citri		LM088-18					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABEM01								Illumina HiSeq4000		
GCA_014796185.1	ASM1479618v1	Xanthomonas citri pv. citri		LN007-03					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABEY01								Illumina HiSeq4000		
GCF_014796185.1	ASM1479618v1	Xanthomonas citri pv. citri		LN007-03					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABEY01								Illumina HiSeq4000		
GCA_014795805.1	ASM1479580v1	Xanthomonas citri pv. citri		JP710-06					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABFT01								Illumina HiSeq4000		
GCF_014795805.1	ASM1479580v1	Xanthomonas citri pv. citri		JP710-06					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABFT01								Illumina HiSeq4000		
GCA_014795885.1	ASM1479588v1	Xanthomonas citri pv. citri		LM358-13					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABFO01								Illumina HiSeq4000		
GCF_014795885.1	ASM1479588v1	Xanthomonas citri pv. citri		LM358-13					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABFO01								Illumina HiSeq4000		
GCA_014795475.1	ASM1479547v1	Xanthomonas citri pv. citri		LN003-17					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABGL01								Illumina HiSeq4000		
GCF_014795475.1	ASM1479547v1	Xanthomonas citri pv. citri		LN003-17					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABGL01								Illumina HiSeq4000		
GCA_034548575.1	ASM3454857v1	Xanthomonas citri pv. citri		FL7589						Scaffold	2023-12-22	JAWXJK01	4							Complete Genomics		
GCA_034549555.1	ASM3454955v1	Xanthomonas citri pv. citri		FL6282						Scaffold	2023-12-22	JAWXHJ01	4							Complete Genomics		
GCA_034550315.1	ASM3455031v1	Xanthomonas citri pv. citri		FL1928						Scaffold	2023-12-22	JAWXFW01	4							Complete Genomics		
GCA_034549035.1	ASM3454903v1	Xanthomonas citri pv. citri		FL6610						Scaffold	2023-12-22	JAWXII01	4							Complete Genomics		
GCA_034549435.1	ASM3454943v1	Xanthomonas citri pv. citri		FL6324						Scaffold	2023-12-22	JAWXHO01	4							Complete Genomics		
GCA_034549715.1	ASM3454971v1	Xanthomonas citri pv. citri		FL6014						Scaffold	2023-12-22	JAWXHB01	4							Complete Genomics		
GCA_014794635.1	ASM1479463v1	Xanthomonas citri pv. citri		LI139-05					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABID01								Illumina HiSeq4000		
GCF_014794635.1	ASM1479463v1	Xanthomonas citri pv. citri		LI139-05					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABID01								Illumina HiSeq4000		
GCA_034548335.1	ASM3454833v1	Xanthomonas citri pv. citri		FL7302						Scaffold	2023-12-22	JAWXJE01	4							Complete Genomics		
GCA_014794285.1	ASM1479428v1	Xanthomonas citri pv. citri		LP027-05					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABIX01								Illumina HiSeq4000		
GCF_014794285.1	ASM1479428v1	Xanthomonas citri pv. citri		LP027-05					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABIX01								Illumina HiSeq4000		
GCA_014794215.1	ASM1479421v1	Xanthomonas citri pv. citri		LP028-06					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABJB01								Illumina HiSeq4000		
GCF_014794215.1	ASM1479421v1	Xanthomonas citri pv. citri		LP028-06					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABJB01								Illumina HiSeq4000		
GCA_014794325.1	ASM1479432v1	Xanthomonas citri pv. citri		LP027-13					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABIY01								Illumina HiSeq4000		
GCF_014794325.1	ASM1479432v1	Xanthomonas citri pv. citri		LP027-13					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABIY01								Illumina HiSeq4000		
GCA_014797815.1	ASM1479781v1	Xanthomonas citri pv. citri		JK170					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABBZ01								Illumina HiSeq4000		
GCF_014797815.1	ASM1479781v1	Xanthomonas citri pv. citri		JK170					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABBZ01								Illumina HiSeq4000		
GCA_014796485.1	ASM1479648v1	Xanthomonas citri pv. citri		LH212					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABEK01								Illumina HiSeq4000		
GCF_014796485.1	ASM1479648v1	Xanthomonas citri pv. citri		LH212					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABEK01								Illumina HiSeq4000		
GCA_014795525.1	ASM1479552v1	Xanthomonas citri pv. citri		LH320					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABGI01								Illumina HiSeq4000		
GCF_014795525.1	ASM1479552v1	Xanthomonas citri pv. citri		LH320					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABGI01								Illumina HiSeq4000		
GCA_014795845.1	ASM1479584v1	Xanthomonas citri pv. citri		LM358-22					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABFQ01								Illumina HiSeq4000		
GCF_014795845.1	ASM1479584v1	Xanthomonas citri pv. citri		LM358-22					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABFQ01								Illumina HiSeq4000		
GCA_034551155.1	ASM3455115v1	Xanthomonas citri pv. citri		FL10222						Scaffold	2023-12-22	JAWXEH01	3							Complete Genomics		
GCA_034545435.1	ASM3454543v1	Xanthomonas citri pv. citri		FL9857						Scaffold	2023-12-22	JAWXPF01	3							Complete Genomics		
GCA_034548455.1	ASM3454845v1	Xanthomonas citri pv. citri		FL7804						Scaffold	2023-12-22	JAWXJW01	3							Complete Genomics		
GCA_034545615.1	ASM3454561v1	Xanthomonas citri pv. citri		FL9811						Scaffold	2023-12-22	JAWXOX01	4							Complete Genomics		
GCA_034549455.1	ASM3454945v1	Xanthomonas citri pv. citri		FL6294						Scaffold	2023-12-22	JAWXHM01	3							Complete Genomics		
GCA_034547335.1	ASM3454733v1	Xanthomonas citri pv. citri		FL8925						Scaffold	2023-12-22	JAWXLP01	4							Complete Genomics		
GCA_014794415.1	ASM1479441v1	Xanthomonas citri pv. citri		JZ094					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABIR01								Illumina HiSeq4000		
GCF_014794415.1	ASM1479441v1	Xanthomonas citri pv. citri		JZ094					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABIR01								Illumina HiSeq4000		
GCA_014794855.1	ASM1479485v1	Xanthomonas citri pv. citri		JA159-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABHR01								Illumina HiSeq4000		
GCF_014794855.1	ASM1479485v1	Xanthomonas citri pv. citri		JA159-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABHR01								Illumina HiSeq4000		
GCA_014798285.1	ASM1479828v1	Xanthomonas citri pv. citri		CFBP_2855					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABAW01								Illumina HiSeq4000		
GCF_014798285.1	ASM1479828v1	Xanthomonas citri pv. citri		CFBP_2855					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABAW01								Illumina HiSeq4000		
GCA_014796495.1	ASM1479649v1	Xanthomonas citri pv. citri		LH201					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABEJ01								Illumina HiSeq4000		
GCF_014796495.1	ASM1479649v1	Xanthomonas citri pv. citri		LH201					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABEJ01								Illumina HiSeq4000		
GCA_014794885.1	ASM1479488v1	Xanthomonas citri pv. citri		D07					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABHQ01								Illumina HiSeq4000		
