Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	Annotation BUSCO Complete 	Annotation BUSCO Single Copy 	Annotation BUSCO Duplicated 	Annotation BUSCO Fragmented 	Annotation BUSCO Missing 	Annotation BUSCO Lineage 	Assembly Sequencing Tech	CheckM completeness	CheckM contamination
GCA_041281645.2	NCPPB464_August24	Xanthomonas campestris pv. olitorii		NCPPB 464					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-09-06		4							Illumina NovaSeq; Oxford Nanopore PromethION	97.2	2.69
GCA_019201065.3	ASM1920106v3	Xanthomonas campestris pv. olitorii		NCPPB 464					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-08-27		4							Illumina NovaSeq; Oxford Nanopore MinION	97.2	2.69
GCA_035061055.1	ASM3506105v1	Xanthomonas campestris pv. campestris		WHRI 7942					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIWL01								Illumina NovaSeq		
GCA_035026505.1	ASM3502650v1	Xanthomonas campestris pv. campestris		WHRI 7943					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIQN01								Illumina NovaSeq		
GCA_035026865.1	ASM3502686v1	Xanthomonas campestris pv. campestris		WHRI 6383 (NCPPB 2857)					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIRE01								Illumina NovaSeq		
GCA_035058545.1	ASM3505854v1	Xanthomonas campestris pv. campestris		WHRI 8857					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYITB01								Illumina NovaSeq		
GCA_035061135.1	ASM3506113v1	Xanthomonas campestris pv. campestris		WHRI 8337B					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIWN01								Illumina NovaSeq		
GCA_035023825.1	ASM3502382v1	Xanthomonas campestris pv. campestris		WHRI 5212 (NCPPB 528)					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIMO01								Illumina NovaSeq		
GCA_035025585.1	ASM3502558v1	Xanthomonas campestris pv. campestris		WHRI 6064					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIOG01								Illumina NovaSeq		
GCA_035025705.1	ASM3502570v1	Xanthomonas campestris pv. campestris		WHRI 6067					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIOJ01								Illumina NovaSeq		
GCA_035060575.1	ASM3506057v1	Xanthomonas campestris pv. campestris		WHRI 8841					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIVM01								Illumina NovaSeq		
GCA_035026545.1	ASM3502654v1	Xanthomonas campestris pv. campestris		WHRI 7944					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIQO01								Illumina NovaSeq		
GCA_035023985.1	ASM3502398v1	Xanthomonas campestris pv. campestris		WHRI 6053					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYINV01								Illumina NovaSeq		
GCA_035059455.1	ASM3505945v1	Xanthomonas campestris pv. campestris		WHRI 8981					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIUI01								Illumina NovaSeq		
GCA_035025245.1	ASM3502524v1	Xanthomonas campestris pv. campestris		WHRI 6073					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIOX01								Illumina NovaSeq		
GCA_035023925.1	ASM3502392v1	Xanthomonas campestris pv. campestris		WHRI 6044					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYINL01								Illumina NovaSeq		
GCA_035025205.1	ASM3502520v1	Xanthomonas campestris pv. campestris		WHRI 6071					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYION01								Illumina NovaSeq		
GCA_035025165.1	ASM3502516v1	Xanthomonas campestris pv. campestris		WHRI 6070					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIOM01								Illumina NovaSeq		
GCA_035026585.1	ASM3502658v1	Xanthomonas campestris pv. campestris		WHRI 7945					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIQP01								Illumina NovaSeq		
GCA_035027365.1	ASM3502736v1	Xanthomonas campestris pv. campestris		WHRI 10020A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYISW01								Illumina NovaSeq		
GCA_035026465.1	ASM3502646v1	Xanthomonas campestris pv. campestris		WHRI 8650					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIRS01								Illumina NovaSeq		
GCA_035025565.1	ASM3502556v1	Xanthomonas campestris pv. campestris		WHRI 6062					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIOE01								Illumina NovaSeq		
GCA_035023565.1	ASM3502356v1	Xanthomonas campestris pv. campestris		WHRI 5494A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIMS01								Illumina NovaSeq		
GCA_035025765.1	ASM3502576v1	Xanthomonas campestris pv. campestris		WHRI 6051					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYINT01								Illumina NovaSeq		
GCA_035025665.1	ASM3502566v1	Xanthomonas campestris pv. campestris		WHRI 6054					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYINW01								Illumina NovaSeq		
GCA_035025365.1	ASM3502536v1	Xanthomonas campestris pv. campestris		WHRI 6072					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIOW01								Illumina NovaSeq		
GCA_035025285.1	ASM3502528v1	Xanthomonas campestris pv. campestris		WHRI 3843B					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIPJ01								Illumina NovaSeq		
GCA_035058785.1	ASM3505878v1	Xanthomonas campestris pv. campestris		WHRI 10042					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYITE01								Illumina NovaSeq		
GCA_035023885.1	ASM3502388v1	Xanthomonas campestris pv. campestris		WHRI 3975A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYINK01								Illumina NovaSeq		
GCA_035059435.1	ASM3505943v1	Xanthomonas campestris pv. campestris		WHRI 8968					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIUC01								Illumina NovaSeq		
GCA_035024025.1	ASM3502402v1	Xanthomonas campestris pv. campestris		WHRI 6047					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYINO01								Illumina NovaSeq		
GCA_035023745.1	ASM3502374v1	Xanthomonas campestris pv. campestris		WHRI 3883 (NCPPB 1946)					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIMI01								Illumina NovaSeq		
GCA_035058325.1	ASM3505832v1	Xanthomonas campestris pv. campestris		WHRI 10021A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYISX01								Illumina NovaSeq		
GCA_035059305.1	ASM3505930v1	Xanthomonas campestris pv. campestris		WHRI 10033A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYITT01								Illumina NovaSeq		
GCA_035059475.1	ASM3505947v1	Xanthomonas campestris pv. campestris		WHRI 8895					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYITY01								Illumina NovaSeq		
GCA_035059975.1	ASM3505997v1	Xanthomonas campestris pv. campestris		WHRI 8980					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIUH01								Illumina NovaSeq		
GCA_035059315.1	ASM3505931v1	Xanthomonas campestris pv. campestris		WHRI 10019A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIST01								Illumina NovaSeq		
GCA_035025845.1	ASM3502584v1	Xanthomonas campestris pv. campestris		WHRI 6055					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYINX01								Illumina NovaSeq		
GCA_035059405.1	ASM3505940v1	Xanthomonas campestris pv. campestris		WHRI 8976					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIUE01								Illumina NovaSeq		
GCA_035023705.1	ASM3502370v1	Xanthomonas campestris pv. campestris		WHRI 8448A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIMZ01								Illumina NovaSeq		
GCA_035023345.1	ASM3502334v1	Xanthomonas campestris pv. campestris		WHRI 5219 (NCPPB 2517)					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIMP01								Illumina NovaSeq		
GCA_035059695.1	ASM3505969v1	Xanthomonas campestris pv. campestris		WHRI 8443B					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIUR01								Illumina NovaSeq		
GCA_035025905.1	ASM3502590v1	Xanthomonas campestris pv. campestris		WHRI 6057					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYINZ01								Illumina NovaSeq		
GCA_035023905.1	ASM3502390v1	Xanthomonas campestris pv. campestris		WHRI 6049					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYINQ01								Illumina NovaSeq		
GCA_035023365.1	ASM3502336v1	Xanthomonas campestris pv. campestris		WHRI 8441A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIMV01								Illumina NovaSeq		
GCA_035025305.1	ASM3502530v1	Xanthomonas campestris pv. campestris		WHRI 6022A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIOU01								Illumina NovaSeq		
GCA_035059245.1	ASM3505924v1	Xanthomonas campestris pv. campestris		WHRI 8721					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYITS01								Illumina NovaSeq		
GCA_035023025.1	ASM3502302v1	Xanthomonas campestris pv. campestris		WHRI 3876 (NCPPB 1043)					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIMF01								Illumina NovaSeq		
GCA_035025925.1	ASM3502592v1	Xanthomonas campestris pv. campestris		WHRI 8450A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYINA01								Illumina NovaSeq		
GCA_035059535.1	ASM3505953v1	Xanthomonas campestris pv. campestris		WHRI 8966					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIUA01								Illumina NovaSeq		
GCA_035026745.1	ASM3502674v1	Xanthomonas campestris pv. campestris		WHRI 6380 (NCPPB 404)					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIRB01								Illumina NovaSeq		
GCA_035023405.1	ASM3502340v1	Xanthomonas campestris pv. campestris		WHRI 8446					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIMX01								Illumina NovaSeq		
GCA_035027345.1	ASM3502734v1	Xanthomonas campestris pv. campestris		WHRI 10023A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYISZ01								Illumina NovaSeq		
GCA_035027005.1	ASM3502700v1	Xanthomonas campestris pv. campestris		WHRI 8402					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYISG01								Illumina NovaSeq		
GCA_035023545.1	ASM3502354v1	Xanthomonas campestris pv. campestris		WHRI 8455A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYINB01								Illumina NovaSeq		
GCA_035025605.1	ASM3502560v1	Xanthomonas campestris pv. campestris		WHRI 6063					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIOF01								Illumina NovaSeq		
GCA_035023865.1	ASM3502386v1	Xanthomonas campestris pv. campestris		WHRI 6046					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYINN01								Illumina NovaSeq		
GCA_035025425.1	ASM3502542v1	Xanthomonas campestris pv. campestris		WHRI 10062A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIOT01								Illumina NovaSeq		
GCA_035027185.1	ASM3502718v1	Xanthomonas campestris pv. campestris		WHRI 10035A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIRV01								Illumina NovaSeq		
GCA_035025865.1	ASM3502586v1	Xanthomonas campestris pv. campestris		WHRI 6059					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIOB01								Illumina NovaSeq		
GCA_035027305.1	ASM3502730v1	Xanthomonas campestris pv. campestris		WHRI 10018B					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYISS01								Illumina NovaSeq		
GCA_035058875.1	ASM3505887v1	Xanthomonas campestris pv. campestris		WHRI 8646					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYITJ01								Illumina NovaSeq		
GCA_035025625.1	ASM3502562v1	Xanthomonas campestris pv. campestris		WHRI 6068					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIOK01								Illumina NovaSeq		
GCA_035023785.1	ASM3502378v1	Xanthomonas campestris pv. campestris		WHRI 3964					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIMJ01								Illumina NovaSeq		
GCA_035025545.1	ASM3502554v1	Xanthomonas campestris pv. campestris		WHRI 6058					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIOA01								Illumina NovaSeq		
GCA_035025345.1	ASM3502534v1	Xanthomonas campestris pv. campestris		WHRI 10061					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIOS01								Illumina NovaSeq		
GCA_035027485.1	ASM3502748v1	Xanthomonas campestris pv. campestris		WHRI 8758					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYISL01								Illumina NovaSeq		
GCA_035027625.1	ASM3502762v1	Xanthomonas campestris pv. campestris		WHRI 10019C					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYISV01								Illumina NovaSeq		
GCA_035026605.1	ASM3502660v1	Xanthomonas campestris pv. campestris		WHRI 6182					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIQY01								Illumina NovaSeq		
GCA_035025525.1	ASM3502552v1	Xanthomonas campestris pv. campestris		WHRI 6074					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIOY01								Illumina NovaSeq		
GCA_035023805.1	ASM3502380v1	Xanthomonas campestris pv. campestris		WHRI 3880 (NCPPB 2986)					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIMH01								Illumina NovaSeq		
GCA_035023655.1	ASM3502365v1	Xanthomonas campestris pv. campestris		WHRI 8458A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYINC01								Illumina NovaSeq		
GCA_035060195.1	ASM3506019v1	Xanthomonas campestris pv. campestris		WHRI 8839					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIVK01								Illumina NovaSeq		
GCA_035025265.1	ASM3502526v1	Xanthomonas campestris pv. campestris		WHRI 6024A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIOV01								Illumina NovaSeq		
GCA_035058525.1	ASM3505852v1	Xanthomonas campestris pv. campestris		WHRI 8409					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYITU01								Illumina NovaSeq		
GCA_035023725.1	ASM3502372v1	Xanthomonas campestris pv. campestris		WHRI 8469					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYINE01								Illumina NovaSeq		
GCA_035059635.1	ASM3505963v1	Xanthomonas campestris pv. campestris		WHRI 8322					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIUK01								Illumina NovaSeq		
GCA_035027585.1	ASM3502758v1	Xanthomonas campestris pv. campestris		WHRI 10024A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYITA01								Illumina NovaSeq		
GCA_035023965.1	ASM3502396v1	Xanthomonas campestris pv. campestris		WHRI 6052					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYINU01								Illumina NovaSeq		
GCA_035025325.1	ASM3502532v1	Xanthomonas campestris pv. campestris		WHRI 6184					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIOQ01								Illumina NovaSeq		
GCA_035025485.1	ASM3502548v1	Xanthomonas campestris pv. campestris		WHRI 6083					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIPE01								Illumina NovaSeq		
GCA_035023505.1	ASM3502350v1	Xanthomonas campestris pv. campestris		WHRI 5487					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIMR01								Illumina NovaSeq		
GCA_035023425.1	ASM3502342v1	Xanthomonas campestris pv. campestris		WHRI 3811					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIML01								Illumina NovaSeq		
GCA_035058605.1	ASM3505860v1	Xanthomonas campestris pv. campestris		WHRI 10021B					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYISY01								Illumina NovaSeq		
GCA_035027525.1	ASM3502752v1	Xanthomonas campestris pv. campestris		WHRI 8856					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYISU01								Illumina NovaSeq		
GCA_035026185.1	ASM3502618v1	Xanthomonas campestris pv. campestris		WHRI 6180					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIQD01								Illumina NovaSeq		
GCA_035058925.1	ASM3505892v1	Xanthomonas campestris pv. campestris		WHRI 10030A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYITM01								Illumina NovaSeq		
GCA_035058365.1	ASM3505836v1	Xanthomonas campestris pv. campestris		WHRI 8405					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYITN01								Illumina NovaSeq		
GCA_035025645.1	ASM3502564v1	Xanthomonas campestris pv. campestris		WHRI 6050					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYINR01								Illumina NovaSeq		
GCA_035027465.1	ASM3502746v1	Xanthomonas campestris pv. campestris		WHRI 8622					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYISJ01								Illumina NovaSeq		
GCA_035060995.1	ASM3506099v1	Xanthomonas campestris pv. campestris		WHRI 7808					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIWI01								Illumina NovaSeq		
GCA_035058815.1	ASM3505881v1	Xanthomonas campestris pv. campestris		WHRI 8801					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYITF01								Illumina NovaSeq		
GCA_035059555.1	ASM3505955v1	Xanthomonas campestris pv. campestris		WHRI 8430					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIUP01								Illumina NovaSeq		
GCA_035060415.1	ASM3506041v1	Xanthomonas campestris pv. campestris		WHRI 8838					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIVJ01								Illumina NovaSeq		
GCA_035023185.1	ASM3502318v1	Xanthomonas campestris pv. campestris		WHRI 6086					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIPH01								Illumina NovaSeq		
GCA_035060555.1	ASM3506055v1	Xanthomonas campestris pv. campestris		WHRI 8816					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIVF01								Illumina NovaSeq		
GCA_035060355.1	ASM3506035v1	Xanthomonas campestris pv. campestris		WHRI 8840					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIVL01								Illumina NovaSeq		
GCA_035027045.1	ASM3502704v1	Xanthomonas campestris pv. campestris		WHRI 8544					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIRR01								Illumina NovaSeq		
GCA_035059995.1	ASM3505999v1	Xanthomonas campestris pv. campestris		WHRI 8323					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIUV01								Illumina NovaSeq		
GCA_035060755.1	ASM3506075v1	Xanthomonas campestris pv. campestris		WHRI 7803					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIWD01								Illumina NovaSeq		
GCA_035027105.1	ASM3502710v1	Xanthomonas campestris pv. campestris		WHRI 10034B					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIRP01								Illumina NovaSeq		
GCA_035059005.1	ASM3505900v1	Xanthomonas campestris pv. campestris		WHRI 8763					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYITL01								Illumina NovaSeq		
GCA_035023585.1	ASM3502358v1	Xanthomonas campestris pv. campestris		WHRI 8429A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIMT01								Illumina NovaSeq		
GCA_035025825.1	ASM3502582v1	Xanthomonas campestris pv. campestris		WHRI 6065					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIOH01								Illumina NovaSeq		
GCA_035025785.1	ASM3502578v1	Xanthomonas campestris pv. campestris		WHRI 6061					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIOC01								Illumina NovaSeq		
GCA_035023145.1	ASM3502314v1	Xanthomonas campestris pv. campestris		WHRI 6084					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIPF01								Illumina NovaSeq		
GCA_035059355.1	ASM3505935v1	Xanthomonas campestris pv. campestris		WHRI 8629					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYISP01								Illumina NovaSeq		
GCA_035023045.1	ASM3502304v1	Xanthomonas campestris pv. campestris		WHRI 6081					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIPC01								Illumina NovaSeq		
GCA_035059495.1	ASM3505949v1	Xanthomonas campestris pv. campestris		WHRI 8894					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYITX01								Illumina NovaSeq		
GCA_035060495.1	ASM3506049v1	Xanthomonas campestris pv. campestris		WHRI 8329					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIVG01								Illumina NovaSeq		
GCA_035023605.1	ASM3502360v1	Xanthomonas campestris pv. campestris		WHRI 8463B					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIND01								Illumina NovaSeq		
GCA_035023765.1	ASM3502376v1	Xanthomonas campestris pv. campestris		WHRI 3818A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIMW01								Illumina NovaSeq		
GCA_035027385.1	ASM3502738v1	Xanthomonas campestris pv. campestris		WHRI 8730					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYITC01								Illumina NovaSeq		
GCA_035058625.1	ASM3505862v1	Xanthomonas campestris pv. campestris		WHRI 8539					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYITO01								Illumina NovaSeq		
GCA_035023625.1	ASM3502362v1	Xanthomonas campestris pv. campestris		WHRI 8436					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIMU01								Illumina NovaSeq		
GCA_035027125.1	ASM3502712v1	Xanthomonas campestris pv. campestris		WHRI 8746					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYISF01								Illumina NovaSeq		
GCA_035026085.1	ASM3502608v1	Xanthomonas campestris pv. campestris		WHRI 7072					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIPW01								Illumina NovaSeq		
GCA_035027245.1	ASM3502724v1	Xanthomonas campestris pv. campestris		WHRI 8795					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIRX01								Illumina NovaSeq		
GCA_035023645.1	ASM3502364v1	Xanthomonas campestris pv. campestris		WHRI 3974A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYINJ01								Illumina NovaSeq		
GCA_035023385.1	ASM3502338v1	Xanthomonas campestris pv. campestris		WHRI 3971A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIMK01								Illumina NovaSeq		
GCA_035027265.1	ASM3502726v1	Xanthomonas campestris pv. campestris		WHRI 10040					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYISM01								Illumina NovaSeq		
GCA_035027545.1	ASM3502754v1	Xanthomonas campestris pv. campestris		WHRI 8403					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYISN01								Illumina NovaSeq		
GCA_035058335.1	ASM3505833v1	Xanthomonas campestris pv. campestris		WHRI 8500					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYITI01								Illumina NovaSeq		
GCA_035023125.1	ASM3502312v1	Xanthomonas campestris pv. campestris		WHRI 6077					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIPB01								Illumina NovaSeq		
GCA_035023945.1	ASM3502394v1	Xanthomonas campestris pv. campestris		WHRI 6048					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYINP01								Illumina NovaSeq		
GCA_035060715.1	ASM3506071v1	Xanthomonas campestris pv. campestris		WHRI 7287					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIVS01								Illumina NovaSeq		
GCA_035027065.1	ASM3502706v1	Xanthomonas campestris pv. campestris		WHRI 8879					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIRO01								Illumina NovaSeq		
GCA_035023285.1	ASM3502328v1	Xanthomonas campestris pv. campestris		WHRI 6136					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYIPT01								Illumina NovaSeq		
GCA_035024005.1	ASM3502400v1	Xanthomonas campestris pv. campestris		WHRI 6045					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-03	JAYINM01								Illumina NovaSeq		
